epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
136,1278.5,1.22643,1.14926,1.61467,0.64366,0.73241,0.74933,0.46314,1.51934,1.08677,1.83757,0.000109,0.000109,0.000109
137,1287.19,1.21004,1.12967,1.59939,0.71348,0.72489,0.75674,0.46799,1.49974,1.02786,1.84881,0.0001024,0.0001024,0.0001024
138,1295.81,1.21997,1.13826,1.61187,0.63923,0.77565,0.75451,0.47271,1.4889,1.06727,1.83996,9.58e-05,9.58e-05,9.58e-05
139,1304.47,1.22366,1.12643,1.60644,0.64311,0.77589,0.7559,0.48183,1.46371,1.04439,1.81145,8.92e-05,8.92e-05,8.92e-05
140,1313.16,1.20946,1.12924,1.5934,0.689,0.74261,0.75911,0.48154,1.49825,1.05815,1.84953,8.26e-05,8.26e-05,8.26e-05
141,1340.39,1.22297,1.09336,1.6153,0.68472,0.79648,0.74569,0.47629,1.47699,1.11564,1.84968,7.6e-05,7.6e-05,7.6e-05
142,1349.06,1.18406,1.0123,1.58483,0.69716,0.76601,0.75571,0.47713,1.45618,1.07118,1.82818,6.94e-05,6.94e-05,6.94e-05
143,1357.75,1.17395,0.99925,1.57485,0.6879,0.74783,0.7532,0.47602,1.49008,1.06947,1.83718,6.28e-05,6.28e-05,6.28e-05
144,1366.24,1.16981,1.01834,1.57468,0.70215,0.76271,0.75362,0.46709,1.51168,1.07974,1.85704,5.62e-05,5.62e-05,5.62e-05
145,1375.09,1.16679,0.99632,1.56834,0.71117,0.79101,0.78102,0.49253,1.44805,1.04606,1.82221,4.96e-05,4.96e-05,4.96e-05
146,1383.95,1.15682,0.98449,1.56588,0.66248,0.77299,0.74735,0.46092,1.53035,1.10567,1.88538,4.3e-05,4.3e-05,4.3e-05
147,1392.7,1.16412,0.99621,1.57215,0.66999,0.79648,0.76116,0.47738,1.4942,1.07926,1.84927,3.64e-05,3.64e-05,3.64e-05
148,1401.37,1.15408,0.9888,1.56343,0.65079,0.78021,0.7483,0.46597,1.51156,1.10501,1.86913,2.98e-05,2.98e-05,2.98e-05
149,1409.85,1.15603,0.98316,1.56501,0.64648,0.79648,0.7499,0.45476,1.54304,1.08303,1.89038,2.32e-05,2.32e-05,2.32e-05
150,1418.74,1.1596,0.97842,1.56464,0.6518,0.79175,0.74844,0.45655,1.51963,1.0982,1.87325,1.66e-05,1.66e-05,1.66e-05
